movie_title,views,item_id
I Still Know What You Did Last Summer ,2412,1872
Return to Me ,1317,1873
Zack and Miri Make a Porno ,1388,1874
Nurse Betty ,3013,1875
The Men Who Stare at Goats ,4565,1876
Double Take ,1583,1877
"Girl, Interrupted ",4613,1878
Win a Date with Tad Hamilton! ,1953,1879
Muppets from Space ,4450,1880
The Wiz ,205,1881
Ready to Rumble ,3407,1882
Play It to the Bone ,4922,1883
I Don't Know How She Does It ,4277,1884
Piranha 3D ,624,1885
Beyond the Sea ,907,1886
The Princess and the Cobbler ,1886,1887
The Bridge of San Luis Rey ,4396,1888
Faster ,2939,1889
Howl's Moving Castle ,1336,1890
Zombieland ,2851,1891
King Kong ,147,1892
The Waterboy ,239,1893
Star Wars: Episode V - The Empire Strikes Back ,142,1894
Bad Boys ,4762,1895
The Naked Gun 2½: The Smell of Fear ,2586,1896
Final Destination ,1063,1897
The Ides of March ,4420,1898
Pitch Black ,4689,1899
Someone Like You... ,2890,1900
Her ,3478,1901
Eddie the Eagle ,3766,1902
Joy Ride ,1370,1903
The Adventurer: The Curse of the Midas Box ,3717,1904
Anywhere But Here ,206,1905
Chasing Liberty ,4394,1906
The Crew ,1555,1907
Haywire ,3693,1908
Jaws: The Revenge ,385,1909
Marvin's Room ,2555,1910
The Longshots ,1331,1911
The End of the Affair ,4137,1912
Harley Davidson and the Marlboro Man ,1955,1913
Coco Before Chanel ,3475,1914
Chéri ,2084,1915
Vanity Fair ,2326,1916
1408 ,1353,1917
Spaceballs ,3102,1918
The Water Diviner ,4068,1919
Ghost ,1473,1920
There's Something About Mary ,3858,1921
The Santa Clause ,4875,1922
The Rookie ,2341,1923
The Game Plan ,4965,1924
The Bridges of Madison County ,2138,1925
The Animal ,990,1926
The Hundred-Foot Journey ,915,1927
The Net ,400,1928
I Am Sam ,1158,1929
Son of God ,330,1930
Underworld ,1646,1931
Derailed ,210,1932
The Informant! ,4115,1933
Shadowlands ,763,1934
Deuce Bigalow: European Gigolo ,2965,1935
Delivery Man ,3501,1936
Victor Frankenstein ,3267,1937
Saving Silverman ,2302,1938
Diary of a Wimpy Kid: Dog Days ,3848,1939
Summer of Sam ,4740,1940
Jay and Silent Bob Strike Back ,2929,1941
The Island ,2727,1942
The Glass House ,400,1943
"Hail, Caesar! ",3171,1944
Josie and the Pussycats ,1104,1945
Homefront ,2184,1946
The Little Vampire ,3476,1947
I Heart Huckabees ,819,1948
RoboCop 3 ,3009,1949
Megiddo: The Omega Code 2 ,698,1950
Darling Lili ,660,1951
Dudley Do-Right ,4190,1952
The Transporter Refueled ,1204,1953
Black Book ,3922,1954
Joyeux Noel ,3592,1955
Hit and Run ,3870,1956
Mad Money ,2692,1957
Before I Go to Sleep ,1383,1958
Stone ,4646,1959
Molière ,592,1960
Out of the Furnace ,4850,1961
Michael Clayton ,849,1962
My Fellow Americans ,1177,1963
Arlington Road ,4850,1964
To Rome with Love ,3189,1965
Firefox ,1086,1966
South Park: Bigger Longer & Uncut ,2114,1967
Death at a Funeral ,3788,1968
Teenage Mutant Ninja Turtles III ,2279,1969
Hardball ,2711,1970
Silver Linings Playbook ,1536,1971
Freedom Writers ,458,1972
The Transporter ,2762,1973
Never Back Down ,4908,1974
The Rage: Carrie 2 ,2622,1975
Away We Go ,1095,1976
Swing Vote ,635,1977
Moonlight Mile ,3638,1978
Tinker Tailor Soldier Spy ,120,1979
Molly ,3024,1980
The Beaver ,135,1981
The Best Little Whorehouse in Texas ,742,1982
eXistenZ ,4832,1983
Raiders of the Lost Ark ,3402,1984
Home Alone 2: Lost in New York ,1056,1985
Close Encounters of the Third Kind ,4645,1986
Pulse ,3321,1987
Beverly Hills Cop II ,3789,1988
Bringing Down the House ,3141,1989
The Silence of the Lambs ,4837,1990
Wayne's World ,1163,1991
Jackass 3D ,3412,1992
Jaws 2 ,2415,1993
Beverly Hills Chihuahua ,2988,1994
The Conjuring ,823,1995
Are We There Yet? ,3018,1996
Tammy ,1492,1997
Disturbia ,2997,1998
School of Rock ,3526,1999
Mortal Kombat ,1233,2000
Wicker Park ,4624,2001
White Chicks ,3761,2002
The Descendants ,123,2003
Holes ,2958,2004
The Last Song ,4440,2005
12 Years a Slave ,4176,2006
Drumline ,3605,2007
Why Did I Get Married Too? ,4836,2008
Edward Scissorhands ,363,2009
Me Before You ,2668,2010
Madea's Witness Protection ,3726,2011
Date Movie ,856,2012
Return to Never Land ,1728,2013
Selma ,646,2014
The Jungle Book 2 ,4333,2015
Boogeyman ,3016,2016
Premonition ,3376,2017
The Tigger Movie ,3190,2018
Max ,2268,2019
Epic Movie ,4444,2020
Conan the Barbarian ,4840,2021
Spotlight ,3213,2022
Lakeview Terrace ,1573,2023
The Grudge 2 ,4632,2024
How Stella Got Her Groove Back ,831,2025
Bill & Ted's Bogus Journey ,3673,2026
Man of the Year ,435,2027
The American ,4954,2028
Selena ,1698,2029
Vampires Suck ,4577,2030
Babel ,2581,2031
This Is Where I Leave You ,2543,2032
Doubt ,1395,2033
Team America: World Police ,2115,2034
Texas Chainsaw 3D ,1119,2035
Copycat ,3257,2036
Scary Movie 5 ,3378,2037
Milk ,725,2038
Risen ,3814,2039
Ghost Ship ,3516,2040
A Very Harold & Kumar 3D Christmas ,4201,2041
Wild Things ,3135,2042
The Debt ,2246,2043
High Fidelity ,2540,2044
One Missed Call ,4560,2045
Eye for an Eye ,4338,2046
The Bank Job ,4597,2047
Eternal Sunshine of the Spotless Mind ,558,2048
You Again ,2841,2049
Street Kings ,1293,2050
The World's End ,2871,2051
Nancy Drew ,1975,2052
Daybreakers ,3032,2053
She's Out of My League ,4183,2054
Monte Carlo ,2120,2055
Stay Alive ,2544,2056
Quigley Down Under ,3050,2057
Alpha and Omega ,3977,2058
The Covenant ,107,2059
Shorts ,4055,2060
To Die For ,4113,2061
Vampires ,2036,2062
Psycho ,4632,2063
My Best Friend's Girl ,938,2064
Endless Love ,4157,2065
Georgia Rule ,3709,2066
Under the Rainbow ,891,2067
Simon Birch ,2643,2068
Reign Over Me ,4685,2069
Into the Wild ,4161,2070
School for Scoundrels ,4989,2071
Silent Hill: Revelation 3D ,2229,2072
From Dusk Till Dawn ,1184,2073
Pooh's Heffalump Movie ,2933,2074
Home for the Holidays ,4235,2075
Kung Fu Hustle ,1956,2076
The Country Bears ,1131,2077
The Kite Runner ,4772,2078
21 Grams ,4438,2079
Paparazzi ,3708,2080
Twilight ,1566,2081
A Guy Thing ,1686,2082
Loser ,3910,2083
The Greatest Story Ever Told ,1381,2084
Disaster Movie ,4648,2085
Armored ,2823,2086
The Man Who Knew Too Little ,3353,2087
What's Your Number? ,2720,2088
Lockout ,1948,2089
Envy ,3082,2090
Crank: High Voltage ,3815,2091
Bullets Over Broadway ,2533,2092
One Night with the King ,2840,2093
The Quiet American ,1980,2094
The Weather Man ,1093,2095
Undisputed ,860,2096
Ghost Town ,863,2097
12 Rounds ,4444,2098
Let Me In ,4654,2099
3 Ninjas Kick Back ,1301,2100
Be Kind Rewind ,4554,2101
Mrs Henderson Presents ,2152,2102
Triple 9 ,3071,2103
Deconstructing Harry ,580,2104
Three to Tango ,905,2105
Burnt ,4434,2106
We're No Angels ,2024,2107
Everyone Says I Love You ,3738,2108
Death at a Funeral ,4346,2109
Death Sentence ,872,2110
Everybody's Fine ,1087,2111
Superbabies: Baby Geniuses 2 ,4831,2112
The Man ,1035,2113
Code Name: The Cleaner ,2191,2114
Connie and Carla ,2237,2115
Inherent Vice ,3381,2116
Doogal ,4778,2117
Battle of the Year ,427,2118
An American Carol ,3517,2119
Machete Kills ,1358,2120
Willard ,2005,2121
Strange Wilderness ,816,2122
Topsy-Turvy ,1135,2123
A Dangerous Method ,1277,2124
A Scanner Darkly ,3556,2125
Chasing Mavericks ,4129,2126
Alone in the Dark ,1086,2127
Bandslam ,1198,2128
Birth ,4912,2129
A Most Violent Year ,1828,2130
Flash of Genius ,3774,2131
I'm Not There. ,4647,2132
The Cold Light of Day ,561,2133
The Brothers Bloom ,3450,2134
"Synecdoche, New York ",4451,2135
Princess Mononoke ,4203,2136
Bon voyage ,3239,2137
Can't Stop the Music ,3356,2138
The Proposition ,3117,2139
Courage ,1628,2140
Marci X ,1896,2141
Equilibrium ,1262,2142
The Children of Huang Shi ,1593,2143
The Yards ,468,2144
By the Sea ,4829,2145
Steamboy ,3644,2146
The Game of Their Lives ,1371,2147
Rapa Nui ,1771,2148
Dylan Dog: Dead of Night ,4094,2149
People I Know ,1566,2150
The Tempest ,2638,2151
The Painted Veil ,3341,2152
The Baader Meinhof Complex ,3962,2153
Dances with Wolves ,1774,2154
Bad Teacher ,1441,2155
Sea of Love ,3586,2156
A Cinderella Story ,1895,2157
Scream ,2910,2158
Thir13en Ghosts ,4721,2159
Back to the Future ,317,2160
House on Haunted Hill ,3279,2161
I Can Do Bad All by Myself ,2853,2162
The Switch ,1485,2163
Just Married ,4011,2164
The Devil's Double ,2631,2165
Thomas and the Magic Railroad ,3231,2166
The Crazies ,2892,2167
Spirited Away ,2790,2168
The Bounty ,1524,2169
The Book Thief ,243,2170
Sex Drive ,4600,2171
Leap Year ,4924,2172
Take Me Home Tonight ,3009,2173
The Nutcracker ,1398,2174
Kansas City ,1813,2175
The Amityville Horror ,1037,2176
Adaptation. ,290,2177
Land of the Dead ,383,2178
Fear and Loathing in Las Vegas ,236,2179
The Invention of Lying ,626,2180
Neighbors ,2881,2181
The Mask ,4742,2182
Big ,194,2183
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,705,2184
Legally Blonde ,2377,2185
Star Trek III: The Search for Spock ,1500,2186
The Exorcism of Emily Rose ,4625,2187
Deuce Bigalow: Male Gigolo ,941,2188
Left Behind ,468,2189
The Family Stone ,1059,2190
Barbershop 2: Back in Business ,3506,2191
Bad Santa ,4869,2192
Austin Powers: International Man of Mystery ,2977,2193
My Big Fat Greek Wedding 2 ,4671,2194
Diary of a Wimpy Kid: Rodrick Rules ,460,2195
Predator ,2851,2196
Amadeus ,1757,2197
Prom Night ,496,2198
Mean Girls ,1293,2199
Under the Tuscan Sun ,1887,2200
Gosford Park ,2695,2201
Peggy Sue Got Married ,3321,2202
Birdman or (The Unexpected Virtue of Ignorance) ,1476,2203
Blue Jasmine ,461,2204
United 93 ,782,2205
Honey ,899,2206
Glory ,2291,2207
Spy Hard ,2036,2208
The Fog ,4201,2209
Soul Surfer ,1262,2210
Observe and Report ,4319,2211
Conan the Destroyer ,501,2212
Raging Bull ,1212,2213
Love Happens ,3288,2214
Young Sherlock Holmes ,1104,2215
Fame ,2280,2216
127 Hours ,307,2217
Small Time Crooks ,3301,2218
Center Stage ,3826,2219
Love the Coopers ,277,2220
Catch That Kid ,988,2221
Life as a House ,1411,2222
Steve Jobs ,3112,2223
"I Love You, Beth Cooper ",4218,2224
Youth in Revolt ,3135,2225
The Legend of the Lone Ranger ,4090,2226
The Tailor of Panama ,4100,2227
Getaway ,3287,2228
The Ice Storm ,1363,2229
And So It Goes ,3382,2230
Troop Beverly Hills ,3496,2231
Being Julia ,4813,2232
9½ Weeks ,4566,2233
Dragonslayer ,141,2234
The Last Station ,4876,2235
Ed Wood ,113,2236
Labor Day ,4456,2237
Mongol: The Rise of Genghis Khan ,4893,2238
RocknRolla ,1168,2239
Megaforce ,673,2240
Hamlet ,1256,2241
Midnight Special ,2932,2242
Anything Else ,640,2243
The Railway Man ,3356,2244
The White Ribbon ,2560,2245
The Wraith ,2642,2246
The Salton Sea ,2710,2247
One Man's Hero ,3889,2248
Renaissance ,3229,2249
Superbad ,2975,2250
Step Up 2: The Streets ,1489,2251
Hoodwinked! ,2162,2252
Hotel Rwanda ,1326,2253
Hitman ,426,2254
Black Nativity ,2688,2255
City of Ghosts ,4521,2256
The Others ,3544,2257
Aliens ,3598,2258
My Fair Lady ,3600,2259
I Know What You Did Last Summer ,333,2260
Let's Be Cops ,510,2261
Sideways ,4982,2262
Beerfest ,2020,2263
Halloween ,428,2264
Hero ,3935,2265
Good Boy! ,943,2266
The Best Man Holiday ,4679,2267
Smokin' Aces ,2012,2268
Saw 3D: The Final Chapter ,2000,2269
40 Days and 40 Nights ,2872,2270
TRON: Legacy ,639,2271
A Night at the Roxbury ,1902,2272
Beastly ,4457,2273
The Hills Have Eyes ,121,2274
Dickie Roberts: Former Child Star ,2648,2275
"McFarland, USA ",2586,2276
Pitch Perfect ,1830,2277
Summer Catch ,3912,2278
A Simple Plan ,2168,2279
They ,2032,2280
Larry the Cable Guy: Health Inspector ,367,2281
The Adventures of Elmo in Grouchland ,3749,2282
Brooklyn's Finest ,2780,2283
Evil Dead ,3028,2284
My Life in Ruins ,2711,2285
American Dreamz ,1591,2286
Superman IV: The Quest for Peace ,4989,2287
Running Scared ,842,2288
Shanghai Surprise ,3655,2289
The Illusionist ,1921,2290
Roar ,1940,2291
Veronica Guerin ,994,2292
Southland Tales ,4407,2293
The Apparition ,3216,2294
My Girl ,3603,2295
Fur: An Imaginary Portrait of Diane Arbus ,4943,2296
The Illusionist ,4792,2297
Wall Street ,4057,2298
Sense and Sensibility ,2686,2299
Becoming Jane ,2776,2300
Sydney White ,3575,2301
House of Sand and Fog ,3825,2302
Dead Poets Society ,997,2303
Dumb & Dumber ,3144,2304
When Harry Met Sally... ,2171,2305
The Verdict ,1104,2306
Road Trip ,3909,2307
Varsity Blues ,1872,2308
The Artist ,1992,2309
The Unborn ,4804,2310
Moonrise Kingdom ,1566,2311
The Texas Chainsaw Massacre: The Beginning ,702,2312
The Young Messiah ,1258,2313
The Master of Disguise ,2185,2314
Pan's Labyrinth ,2037,2315
See Spot Run ,4846,2316
Baby Boy ,4388,2317
The Roommate ,1449,2318
Joe Dirt ,486,2319
Double Impact ,4044,2320
Hot Fuzz ,352,2321
The Women ,1810,2322
Vicky Cristina Barcelona ,1759,2323
Boys and Girls ,2442,2324
White Oleander ,1290,2325
Jennifer's Body ,332,2326
Drowning Mona ,2572,2327
Radio Days ,2090,2328
Left Behind ,4878,2329
Remember Me ,3411,2330
How to Deal ,3890,2331
My Stepmother Is an Alien ,2805,2332
Philadelphia ,2325,2333
The Thirteenth Floor ,3938,2334
Duets ,550,2335
Hollywood Ending ,3547,2336
Detroit Rock City ,522,2337
Highlander ,3809,2338
Things We Lost in the Fire ,1943,2339
Steel ,271,2340
The Immigrant ,4622,2341
The White Countess ,4216,2342
Trance ,3630,2343
Soul Plane ,2247,2344
Good ,918,2345
Enter the Void ,2557,2346
Vamps ,3990,2347
The Homesman ,1157,2348
Juwanna Mann ,3535,2349
Slow Burn ,4170,2350
Wasabi ,3983,2351
Slither ,2130,2352
Beverly Hills Cop ,3186,2353
Home Alone ,4449,2354
3 Men and a Baby ,137,2355
Tootsie ,1448,2356
Top Gun ,3564,2357
"Crouching Tiger, Hidden Dragon ",1591,2358
American Beauty ,2956,2359
The King's Speech ,4341,2360
Twins ,1635,2361
The Yellow Handkerchief ,853,2362
The Color Purple ,692,2363
The Imitation Game ,4913,2364
Private Benjamin ,4585,2365
Diary of a Wimpy Kid ,1369,2366
Mama ,747,2367
Halloween ,465,2368
National Lampoon's Vacation ,4073,2369
Bad Grandpa ,543,2370
The Queen ,2245,2371
Beetlejuice ,4946,2372
Why Did I Get Married? ,3678,2373
Little Women ,3071,2374
The Woman in Black ,1243,2375
When a Stranger Calls ,2782,2376
Big Fat Liar ,2253,2377
Wag the Dog ,3974,2378
The Lizzie McGuire Movie ,2304,2379
Snitch ,3695,2380
Krampus ,2067,2381
The Faculty ,3634,2382
Cop Land ,2843,2383
Not Another Teen Movie ,4347,2384
End of Watch ,3523,2385
Aloha ,4637,2386
The Skulls ,3579,2387
The Theory of Everything ,3892,2388
Malibu's Most Wanted ,932,2389
Where the Heart Is ,1658,2390
Lawrence of Arabia ,2732,2391
Halloween II ,2920,2392
Wild ,4185,2393
The Last House on the Left ,1320,2394
The Wedding Date ,3990,2395
Halloween: Resurrection ,2346,2396
Clash of the Titans ,1498,2397
The Princess Bride ,2448,2398
The Great Debaters ,3333,2399
Drive ,828,2400
Confessions of a Teenage Drama Queen ,2329,2401
The Object of My Affection ,3781,2402
28 Weeks Later ,4854,2403
When the Game Stands Tall ,3871,2404
Because of Winn-Dixie ,2890,2405
Love & Basketball ,4096,2406
Grosse Pointe Blank ,2872,2407
All About Steve ,1918,2408
Book of Shadows: Blair Witch 2 ,542,2409
The Craft ,678,2410
Match Point ,321,2411
Ramona and Beezus ,2183,2412
The Remains of the Day ,3120,2413
Boogie Nights ,4167,2414
Nowhere to Run ,3470,2415
Flicka ,4235,2416
The Hills Have Eyes II ,2018,2417
Urban Legends: Final Cut ,4209,2418
Tuck Everlasting ,3485,2419
The Marine ,607,2420
Keanu ,491,2421
Country Strong ,4983,2422
Disturbing Behavior ,332,2423
The Place Beyond the Pines ,4241,2424
The November Man ,4680,2425
Eye of the Beholder ,2551,2426
The Hurt Locker ,4746,2427
Firestarter ,3012,2428
Killing Them Softly ,2842,2429
A Most Wanted Man ,1525,2430
Freddy Got Fingered ,2884,2431
The Pirates Who Don't Do Anything: A VeggieTales Movie ,3211,2432
Highlander: Endgame ,690,2433
Idlewild ,1557,2434
One Day ,298,2435
Whip It ,403,2436
Confidence ,3655,2437
The Muse ,3207,2438
De-Lovely ,2884,2439
New York Stories ,647,2440
Barney's Great Adventure ,2709,2441
The Man with the Iron Fists ,2058,2442
Home Fries ,282,2443
Here on Earth ,3043,2444
Brazil ,1603,2445
Raise Your Voice ,4568,2446
The Big Lebowski ,3792,2447
Black Snake Moan ,1887,2448
Dark Blue ,1111,2449
A Mighty Heart ,3631,2450
Whatever It Takes ,3063,2451
Boat Trip ,3120,2452
The Importance of Being Earnest ,528,2453
Hoot ,2330,2454
In Bruges ,1744,2455
Peeples ,4892,2456
The Rocker ,2115,2457
Post Grad ,1317,2458
Promised Land ,2323,2459
Whatever Works ,307,2460
The In Crowd ,4989,2461
Three Burials ,1622,2462
Jakob the Liar ,4047,2463
Kiss Kiss Bang Bang ,4389,2464
Idle Hands ,4469,2465
Mulholland Drive ,3800,2466
You Will Meet a Tall Dark Stranger ,2382,2467
Never Let Me Go ,4797,2468
Transsiberian ,3148,2469
The Clan of the Cave Bear ,2065,2470
Crazy in Alabama ,907,2471
Funny Games ,4270,2472
Metropolis ,4290,2473
District B13 ,2618,2474
Things to Do in Denver When You're Dead ,2002,2475
The Assassin ,3760,2476
Buffalo Soldiers ,2702,2477
Ong-bak 2 ,1229,2478
The Midnight Meat Train ,2640,2479
The Son of No One ,910,2480
All the Queen's Men ,3540,2481
The Good Night ,1561,2482
Groundhog Day ,2728,2483
Magic Mike XXL ,2071,2484
Romeo + Juliet ,987,2485
Sarah's Key ,1640,2486
Unforgiven ,4147,2487
Manderlay ,3882,2488
Slumdog Millionaire ,469,2489
Fatal Attraction ,2550,2490
Pretty Woman ,2536,2491
Crocodile Dundee II ,4099,2492
Born on the Fourth of July ,4967,2493
Cool Runnings ,2366,2494
My Bloody Valentine ,2728,2495
The Possession ,2068,2496
Stomp the Yard ,973,2497
The Spy Who Loved Me ,2464,2498
Urban Legend ,3564,2499
Dangerous Liaisons ,2609,2500
White Fang ,3504,2501
Superstar ,570,2502
The Iron Lady ,2160,2503
Jonah: A VeggieTales Movie ,4111,2504
Poetic Justice ,4261,2505
All About the Benjamins ,1406,2506
Vampire in Brooklyn ,2524,2507
An American Haunting ,2265,2508
My Boss's Daughter ,1196,2509
A Perfect Getaway ,1772,2510
Our Family Wedding ,118,2511
Dead Man on Campus ,1201,2512
Tea with Mussolini ,4680,2513
Thinner ,2748,2514
Crooklyn ,1428,2515
Jason X ,2432,2516
Big Fat Liar ,858,2517
Bobby ,4324,2518
Head Over Heels ,1901,2519
Fun Size ,3763,2520
Little Children ,2696,2521
Gossip ,3488,2522
A Walk on the Moon ,2550,2523
Catch a Fire ,2591,2524
Soul Survivors ,2840,2525
Jefferson in Paris ,3578,2526
Caravans ,2549,2527
Mr. Turner ,1879,2528
Amen. ,895,2529
The Lucky Ones ,2647,2530
Margaret ,4083,2531
Flipped ,2130,2532
Brokeback Mountain ,873,2533
Teenage Mutant Ninja Turtles ,1192,2534
Clueless ,3173,2535
Far from Heaven ,3230,2536
Hot Tub Time Machine 2 ,3805,2537
Quills ,2906,2538
Seven Psychopaths ,3082,2539
Downfall ,4368,2540
The Sea Inside ,4537,2541
"Good Morning, Vietnam ",2032,2542
The Last Godfather ,4375,2543
Justin Bieber: Never Say Never ,2476,2544
Black Swan ,2659,2545
RoboCop ,1262,2546
The Godfather: Part II ,2556,2547
Save the Last Dance ,3731,2548
A Nightmare on Elm Street 4: The Dream Master ,1156,2549
Miracles from Heaven ,1254,2550
"Dude, Where's My Car? ",368,2551
Young Guns ,3664,2552
St. Vincent ,3625,2553
About Last Night ,1588,2554
10 Things I Hate About You ,3125,2555
The New Guy ,2492,2556
Loaded Weapon 1 ,3821,2557
The Shallows ,1971,2558
The Butterfly Effect ,4140,2559
Snow Day ,4321,2560
This Christmas ,2741,2561
Baby Geniuses ,3323,2562
The Big Hit ,1356,2563
Harriet the Spy ,2206,2564
Child's Play 2 ,3065,2565
No Good Deed ,1752,2566
The Mist ,3253,2567
Ex Machina ,2114,2568
Being John Malkovich ,379,2569
Two Can Play That Game ,1116,2570
Earth to Echo ,1831,2571
Crazy/Beautiful ,2695,2572
Letters from Iwo Jima ,1801,2573
The Astronaut Farmer ,848,2574
Room ,889,2575
Dirty Work ,557,2576
Serial Mom ,503,2577
Dick ,2778,2578
Light It Up ,2311,2579
54 ,169,2580
Bubble Boy ,1460,2581
Birthday Girl ,3099,2582
21 & Over ,4623,2583
"Paris, je t'aime ",1072,2584
Resurrecting the Champ ,790,2585
Admission ,867,2586
The Widow of Saint-Pierre ,1400,2587
Chloe ,1314,2588
Faithful ,1007,2589
Brothers ,1135,2590
Find Me Guilty ,3719,2591
The Perks of Being a Wallflower ,4683,2592
Excessive Force ,3437,2593
Infamous ,2247,2594
The Claim ,3103,2595
The Vatican Tapes ,2474,2596
Attack the Block ,4505,2597
In the Land of Blood and Honey ,4726,2598
The Call ,3456,2599
The Crocodile Hunter: Collision Course ,3210,2600
I Love You Phillip Morris ,4654,2601
Antwone Fisher ,4557,2602
The Emperor's Club ,4960,2603
True Romance ,818,2604
Glengarry Glen Ross ,3919,2605
The Killer Inside Me ,533,2606
Sorority Row ,895,2607
Lars and the Real Girl ,1401,2608
The Boy in the Striped Pajamas ,3589,2609
Dancer in the Dark ,3849,2610
Oscar and Lucinda ,4879,2611
The Funeral ,2595,2612
Solitary Man ,3775,2613
Machete ,2477,2614
Casino Jack ,1459,2615
The Land Before Time ,1422,2616
Tae Guk Gi: The Brotherhood of War ,2039,2617
The Perfect Game ,1655,2618
The Exorcist ,4983,2619
Jaws ,3550,2620
American Pie ,898,2621
Ernest & Celestine ,2970,2622
The Golden Child ,867,2623
Think Like a Man ,709,2624
Barbershop ,1898,2625
Star Trek II: The Wrath of Khan ,1733,2626
Ace Ventura: Pet Detective ,475,2627
WarGames ,4335,2628
Witness ,2818,2629
Act of Valor ,661,2630
Step Up ,4574,2631
Beavis and Butt-Head Do America ,4540,2632
Jackie Brown ,2506,2633
Harold & Kumar Escape from Guantanamo Bay ,4658,2634
Chronicle ,623,2635
Yentl ,4200,2636
Time Bandits ,1642,2637
Crossroads ,827,2638
Project X ,2420,2639
One Hour Photo ,1666,2640
Quarantine ,646,2641
The Eye ,3249,2642
Johnson Family Vacation ,2365,2643
How High ,1439,2644
The Muppet Christmas Carol ,2297,2645
Casino Royale ,3182,2646
Frida ,1459,2647
Katy Perry: Part of Me ,3467,2648
The Fault in Our Stars ,3094,2649
Rounders ,2907,2650
Top Five ,900,2651
Stir of Echoes ,3226,2652
Philomena ,4072,2653
The Upside of Anger ,4037,2654
Aquamarine ,243,2655
Paper Towns ,186,2656
Nebraska ,3587,2657
Tales from the Crypt: Demon Knight ,230,2658
Max Keeble's Big Move ,2596,2659
Young Adult ,3446,2660
Crank ,3549,2661
Living Out Loud ,4377,2662
Das Boot ,941,2663
The Alamo ,822,2664
Sorority Boys ,4066,2665
About Time ,3701,2666
House of Flying Daggers ,3602,2667
Arbitrage ,4516,2668
Project Almanac ,4798,2669
Cadillac Records ,2173,2670
Screwed ,2307,2671
Fortress ,1755,2672
For Your Consideration ,4584,2673
Celebrity ,1464,2674
Running with Scissors ,2492,2675
From Justin to Kelly ,2486,2676
Girl 6 ,4427,2677
In the Cut ,542,2678
Two Lovers ,2728,2679
Last Orders ,3935,2680
The Host ,140,2681
Ravenous ,788,2682
Charlie Bartlett ,4554,2683
The Great Beauty ,2739,2684
The Dangerous Lives of Altar Boys ,3865,2685
Stoker ,2259,2686
2046 ,1055,2687
Married Life ,2369,2688
Duma ,3373,2689
Ondine ,3472,2690
Brother ,4067,2691
Welcome to Collinwood ,4324,2692
Critical Care ,2676,2693
The Life Before Her Eyes ,390,2694
Trade ,4788,2695
Fateless ,1381,2696
Breakfast of Champions ,4108,2697
City of Life and Death ,2596,2698
Home ,3240,2699
5 Days of War ,4341,2700
Snatch ,970,2701
Pet Sematary ,3357,2702
Gremlins ,1838,2703
Star Wars: Episode IV - A New Hope ,2356,2704
Dirty Grandpa ,4400,2705
Doctor Zhivago ,1630,2706
High School Musical 3: Senior Year ,157,2707
The Fighter ,4742,2708
My Cousin Vinny ,1991,2709
If I Stay ,4470,2710
Major League ,1972,2711
Phone Booth ,2071,2712
A Walk to Remember ,4148,2713
Dead Man Walking ,3616,2714
Cruel Intentions ,4967,2715
Saw VI ,1159,2716
The Secret Life of Bees ,2357,2717
Corky Romano ,3723,2718
Raising Cain ,3271,2719
Invaders from Mars ,1551,2720
Brooklyn ,2481,2721
Out Cold ,4381,2722
The Ladies Man ,1614,2723
Quartet ,4591,2724
Tomcats ,367,2725
Frailty ,3387,2726
Woman in Gold ,4972,2727
Kinsey ,3204,2728
Army of Darkness ,1458,2729
Slackers ,2379,2730
What's Eating Gilbert Grape ,1858,2731
The Visual Bible: The Gospel of John ,1643,2732
Vera Drake ,3702,2733
The Guru ,2006,2734
The Perez Family ,3525,2735
Inside Llewyn Davis ,2110,2736
O ,983,2737
Return to the Blue Lagoon ,3643,2738
Copying Beethoven ,775,2739
Poltergeist ,4660,2740
Saw V ,1198,2741
Jindabyne ,2606,2742
Kabhi Alvida Naa Kehna ,3090,2743
An Ideal Husband ,4800,2744
The Last Days on Mars ,3637,2745
Darkness ,4765,2746
2001: A Space Odyssey ,104,2747
E.T. the Extra-Terrestrial ,2852,2748
In the Land of Women ,2739,2749
For Greater Glory: The True Story of Cristiada ,2121,2750
Good Will Hunting ,3714,2751
Saw III ,1201,2752
Stripes ,2429,2753
Bring It On ,4926,2754
The Purge: Election Year ,2266,2755
She's All That ,4965,2756
Precious ,2866,2757
Saw IV ,248,2758
White Noise ,2372,2759
Madea's Family Reunion ,3068,2760
The Color of Money ,3669,2761
The Mighty Ducks ,2419,2762
The Grudge ,4372,2763
Happy Gilmore ,1375,2764
Jeepers Creepers ,3948,2765
Bill & Ted's Excellent Adventure ,1574,2766
Oliver! ,2776,2767
The Best Exotic Marigold Hotel ,1102,2768
Recess: School's Out ,4467,2769
Mad Max Beyond Thunderdome ,4503,2770
The Boy ,807,2771
Devil ,3781,2772
Friday After Next ,344,2773
Insidious: Chapter 3 ,3275,2774
The Last Dragon ,1427,2775
Snatch ,2741,2776
The Lawnmower Man ,3222,2777
Nick and Norah's Infinite Playlist ,2235,2778
Dogma ,2561,2779
The Banger Sisters ,1867,2780
Twilight Zone: The Movie ,349,2781
Road House ,3632,2782
A Low Down Dirty Shame ,1794,2783
Swimfan ,856,2784
Employee of the Month ,1023,2785
Can't Hardly Wait ,1681,2786
The Outsiders ,1345,2787
Sinister 2 ,4849,2788
Sparkle ,502,2789
